"Mean Hourly Temperature (°C) for all sites, 01/01/06 thru 12/31/06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Bald Mesa,Beaver Basin,Burro Pass Tr,Dry Fk Mill Cr,E Mt Peale,Geyser Pass,Gold Basin,Grand-view,Horse Cr,La Sal Pass,L. Beaver,Mellenthin Meadows,Moonlight Meadows,Mt Mellenthin,N Peale RG,Wet Fk Mill Cr,Upper Dk Can,Upper Dk Can 2,Boren Mesa,Brumley Ridge,Chicken Creek,Clark Lake,Dinosaur Tracks,East Dark Canyon,Hwy 46 La Sal,Lower Geyser Pass Rd,La Sal Pass Junction,South Beaver Mesa,Warner Meadows
Logger S/N,532797,532798,533551,555505,533560,555501,441384,555497,532800,555506,710738,695788,625100,555494,532801,555502,555498,710739,733938,1001871,1001873,733939,625102,1001872,984395,733937,1001874,710736,733935
Elevation (m),2707.00,3378,3329,3232,3073,3207,3186,2204,3037,3091,3125,3195,3280,3445,3223,2988,3518,3512,2866,2354,2473,2863,2598,3253,2317,2503,2377,2537,2869
Date/Time,BMS,UBB,BPT,DFM,EMP,GEP,GOB,GRV,HCR,LSP,LBB,MEM,MOM,MEL,NPE,WFM,UDC,UD2,BOR,BRR,CCR,CLK,DIN,EDC,HWY,LGP,LPJ,SBM,WME
12/16/06 18:00:00.0,-0.09,-5.07,-4.25,,-2.90,-3.77,-3.77,-0.46,-2.67,-3.29,-2.75,-3.53,-4.25,-5.73,-3.53,-2.90,,-4.82,-0.99,2.17,0.44,-2.90,0.14,,-0.01,2.10,0.66,0.66,-1.36
12/16/06 19:00:00.0,1.02,-4.33,-3.85,,-2.90,-3.14,-3.37,-1.29,-1.90,-2.98,-2.21,-3.06,-3.85,-5.31,-2.98,-2.67,,-4.82,-0.09,1.67,0.29,-1.90,-0.61,,0.22,3.17,0.36,0.51,-0.24
12/16/06 20:00:00.0,1.17,-4.33,-3.85,,-2.75,-2.90,-3.37,-2.13,-1.51,-2.75,-1.89,-2.90,-3.85,-5.31,-2.90,-1.89,,-4.82,-0.16,3.67,0.29,-0.69,1.89,,0.88,3.31,0.29,1.17,-0.09
12/16/06 21:00:00.0,1.10,-4.33,-3.85,,-2.90,-3.06,-3.37,1.88,-1.74,-2.90,-1.89,-2.98,-3.85,-5.31,-3.14,-1.51,,-4.82,-0.31,3.81,0.58,-0.54,2.39,,1.60,3.10,0.73,1.17,-0.16
12/16/06 22:00:00.0,0.66,-4.82,-4.25,,-2.90,-3.37,-3.69,-0.13,-2.13,-3.37,-2.13,-3.37,-4.25,-5.81,-3.53,-1.59,,-4.82,-0.76,3.60,0.58,-1.21,2.17,,1.60,2.60,0.80,1.10,-0.61
12/16/06 23:00:00.0,0.14,-5.07,-4.58,,-3.37,-3.69,-4.25,4.50,-2.44,-3.61,-2.44,-3.77,-4.66,-6.23,-3.85,-1.82,,-4.82,-1.21,3.03,0.29,-1.51,1.74,,1.60,2.17,1.10,0.73,-0.99
12/17/06 00:00:00.0,-0.24,-5.56,-4.98,,-3.37,-4.01,-4.33,2.21,-2.82,-3.61,-2.75,-3.85,-4.98,-6.31,-3.93,-2.36,,-4.82,-1.51,2.60,0.14,-1.51,1.31,,1.60,1.82,0.88,0.36,-1.51
12/17/06 01:00:00.0,-0.16,-5.81,-4.98,,-3.37,-3.93,-4.33,4.36,-2.90,-3.53,-2.90,-3.85,-5.07,-6.31,-4.09,-2.59,,-4.82,-1.51,2.60,0.29,-1.59,0.80,,1.53,1.82,0.88,0.22,-1.51
12/17/06 02:00:00.0,-0.76,-5.98,-5.39,,-3.61,-4.49,-4.66,4.01,-2.98,-3.85,-3.14,-4.17,-5.39,-6.74,-4.49,-2.90,,-4.49,-1.82,2.03,0.58,-1.66,0.66,,1.46,1.24,1.10,0.36,-1.82
12/17/06 03:00:00.0,-1.59,-6.74,-6.14,,-4.09,-5.31,-5.56,3.38,-3.61,-4.49,-3.69,-5.07,-6.14,-7.59,-5.07,-2.98,,-4.33,-2.67,1.17,0.14,-2.28,-0.09,,0.80,0.44,0.51,-0.01,-2.67
12/17/06 04:00:00.0,-1.66,-7.33,-6.74,,-4.66,-5.81,-6.14,3.10,-4.17,-4.98,-4.41,-5.56,-6.74,-7.85,-5.64,-3.61,,-4.33,-3.06,1.17,-0.16,-2.75,-0.31,,0.80,0.14,0.58,-0.54,-2.90
12/17/06 05:00:00.0,-3.07,-7.68,-7.16,,-5.56,-6.48,-6.74,0.27,-4.98,-5.73,-5.07,-6.06,-7.16,-8.20,-6.23,-4.09,,-4.33,-4.09,0.21,-0.16,-3.93,-2.06,,0.73,-1.14,0.29,-1.75,-3.93
12/17/06 06:00:00.0,-3.85,-8.03,-7.59,,-5.81,-7.08,-7.16,-0.16,-5.48,-6.23,-5.81,-6.57,-7.59,-8.47,-6.57,-5.07,,-4.33,-4.98,-1.82,-1.82,-4.49,-2.83,,-1.06,-2.59,-1.36,-2.75,-4.58
12/17/06 07:00:00.0,-4.25,-8.56,-8.38,,-6.14,-7.59,-7.68,0.14,-5.98,-6.82,-6.23,-7.33,-8.12,-9.09,-6.99,-5.48,,-4.33,-5.31,-1.82,-2.90,-4.82,-3.06,,-1.51,-2.52,-2.13,-2.90,-4.98
12/17/06 08:00:00.0,-4.90,-9.37,-9.00,,-6.74,-8.38,-8.29,-0.16,-6.74,-7.42,-6.82,-7.94,-8.91,-9.83,-7.77,-5.89,,-4.33,-5.81,-1.82,-2.90,-5.39,-3.29,,-1.29,-2.90,-2.05,-2.82,-5.31
12/17/06 09:00:00.0,-4.58,-10.38,-9.46,,-7.33,-8.91,-8.91,-0.09,-7.25,-7.85,-7.68,-8.56,-9.64,-10.56,-8.38,-6.65,,-4.33,-5.81,-1.36,-2.05,-5.81,-3.14,,-0.54,-2.59,-0.76,-2.13,-5.39
12/17/06 10:00:00.0,-4.25,-10.56,-10.01,,-7.33,-9.09,-9.19,-0.09,-7.33,-8.29,-7.85,-8.91,-10.01,-10.66,-8.73,-7.25,,-4.33,-5.89,-0.99,-1.97,-5.89,-2.90,,-0.01,-2.44,-0.54,-1.97,-5.48
12/17/06 11:00:00.0,-4.01,-10.56,-10.01,,-7.42,-9.37,-9.46,-0.01,-7.42,-8.38,-7.85,-8.91,-10.01,-10.85,-8.91,-7.33,,-4.33,-6.31,-0.39,-2.13,-6.31,-2.90,,-0.24,-2.21,-0.46,-1.66,-5.56
12/17/06 12:00:00.0,-4.01,-10.85,-10.01,,-7.68,-9.46,-9.46,0.36,-7.85,-8.38,-8.29,-9.00,-10.01,-11.13,-8.91,-7.33,,-4.33,-6.14,-0.54,-1.82,-6.31,-2.82,,-0.24,-2.28,-0.39,-1.66,-5.64
12/17/06 13:00:00.0,-3.14,-11.13,-10.01,,-7.33,-9.46,-9.46,0.29,-7.42,-8.38,-8.20,-8.91,-10.01,-11.32,-9.09,-7.68,,-4.33,-5.89,0.14,-1.74,-6.23,-2.05,,0.14,-1.06,-0.31,-1.29,-4.82
12/17/06 14:00:00.0,-3.29,-11.13,-10.01,,-7.76,-9.28,-9.46,0.51,-7.33,-8.20,-8.29,-8.91,-9.83,-11.51,-9.00,-7.42,,-4.33,-5.48,0.44,-1.97,-5.81,-2.98,,0.29,-0.99,-0.54,-1.52,-4.90
12/17/06 15:00:00.0,-3.77,-11.13,-10.01,,-8.03,-8.91,-9.46,1.10,-7.33,-8.29,-8.12,-8.91,-9.19,-11.70,-9.19,-6.91,,-4.33,-5.39,-0.01,-1.21,-6.06,-2.90,,0.95,-1.36,-0.16,-3.30,-3.62
12/17/06 16:00:00.0,-5.32,-11.32,-10.85,,-9.09,-9.74,-10.29,-0.16,-8.03,-9.37,-8.65,-9.64,-10.01,-12.09,-9.83,-6.91,,-4.33,-5.81,-2.13,-1.90,-6.99,-4.34,,-0.84,-2.52,-1.82,-6.24,-5.07
12/17/06 17:00:00.0,-8.21,-12.29,-12.39,,-9.92,-11.52,-11.90,-1.89,-10.01,-11.23,-10.57,-11.71,-12.39,-13.08,-10.56,-7.25,,-4.33,-7.51,-3.77,-3.77,-9.65,-7.00,,-2.90,-4.66,-4.25,-7.77,-7.77
12/17/06 18:00:00.0,-9.19,-13.49,-13.90,,-10.38,-12.78,-12.49,-2.67,-11.90,-12.29,-12.00,-12.39,-13.49,-13.49,-11.04,-9.37,,-4.33,-8.38,-5.07,-4.49,-11.90,-8.12,,-3.93,-5.64,-5.40,-9.28,-8.73
12/17/06 19:00:00.0,-9.46,-13.49,-14.31,,-10.56,-13.29,-12.89,-3.06,-13.08,-12.49,-12.79,-13.19,-14.10,-13.59,-11.80,-11.61,,-4.33,-8.73,-5.81,-4.82,-14.00,-8.91,,-4.74,-6.57,-5.64,-10.29,-9.64
12/17/06 20:00:00.0,-9.37,-13.59,-13.90,,-10.85,-13.29,-12.79,-3.21,-13.39,-12.39,-13.80,-13.90,-14.00,-13.39,-11.23,-12.39,,-4.33,-9.64,-6.31,-4.74,-14.94,-9.09,,-4.41,-6.82,-4.98,-10.10,-10.19
12/17/06 21:00:00.0,-8.20,-12.98,-12.39,,-10.01,-12.19,-11.23,-2.83,-12.09,-11.70,-11.13,-11.23,-12.88,-12.88,-10.56,-12.39,,-4.33,-9.28,-5.89,-4.01,-13.19,-8.12,,-4.09,-5.73,-4.66,-9.64,-9.09
12/17/06 22:00:00.0,-7.85,-12.88,-12.39,,-10.01,-12.29,-11.51,-3.69,-11.70,-11.61,-10.94,-11.61,-12.88,-12.88,-10.56,-10.85,,-4.33,-8.91,-4.82,-5.07,-12.09,-9.74,,-5.15,-5.56,-6.57,-8.82,-9.19
12/17/06 23:00:00.0,-7.85,-12.88,-12.29,,-10.01,-12.00,-11.32,-3.85,-11.32,-10.94,-11.13,-11.23,-12.88,-12.98,-10.56,-10.85,,-4.33,-8.91,-5.07,-6.15,-11.70,-10.01,,-5.56,-5.81,-6.82,-9.46,-9.19
12/18/06 00:00:00.0,-8.56,-12.88,-12.49,,-10.66,-12.00,-11.42,-4.01,-11.32,-10.94,-12.09,-12.09,-12.98,-13.29,-11.04,-10.66,,-4.33,-8.82,-5.56,-7.59,-11.80,-10.10,,-7.33,-6.15,-8.21,-9.74,-8.83
12/18/06 01:00:00.0,-9.83,-12.88,-13.39,,-11.51,-12.09,-11.70,-4.74,-13.09,-11.90,-13.49,-13.69,-13.49,-13.69,-12.99,-10.66,,-4.33,-9.19,-7.25,-9.10,-13.39,-11.04,,-8.03,-7.16,-8.65,-9.92,-9.74
12/18/06 02:00:00.0,-9.46,-12.98,-12.88,,-11.13,-11.70,-11.61,-4.74,-12.59,-11.51,-14.00,-13.59,-12.78,-13.49,-12.49,-11.61,,-4.33,-9.46,-7.68,-8.65,-13.80,-10.76,,-7.94,-7.16,-7.50,-10.10,-10.20
12/18/06 03:00:00.0,-8.82,-12.88,-12.59,,-11.13,-11.70,-11.70,-4.58,-12.29,-11.70,-13.49,-13.39,-12.59,-13.59,-12.29,-11.80,,-4.33,-9.19,-6.91,-7.76,-12.88,-9.74,,-7.76,-6.65,-7.59,-9.83,-9.46
12/18/06 04:00:00.0,-9.28,-13.19,-12.88,,-11.13,-12.19,-12.00,-5.07,-12.59,-11.42,-13.69,-13.90,-13.29,-14.10,-11.90,-11.32,,-4.33,-9.00,-6.65,-6.65,-13.19,-8.56,,-6.23,-6.91,-6.40,-9.64,-9.19
12/18/06 05:00:00.0,-8.38,-13.49,-12.49,,-10.56,-12.29,-11.70,-5.31,-12.49,-11.13,-13.90,-13.90,-12.98,-13.90,-11.51,-11.61,,-4.33,-8.91,-5.64,-6.31,-13.19,-8.82,,-5.07,-5.56,-5.89,-9.46,-8.91
12/18/06 06:00:00.0,-8.47,-13.49,-12.59,,-10.75,-12.39,-12.09,-5.23,-12.79,-11.13,-13.49,-12.99,-13.29,-14.21,-11.70,-11.61,,-4.33,-9.09,-5.31,-6.74,-13.08,-9.28,,-4.98,-5.81,-5.81,-8.92,-9.00
12/18/06 07:00:00.0,-8.38,-13.29,-12.49,,-10.75,-12.00,-11.71,-5.73,-13.29,-11.32,-14.52,-13.69,-12.69,-13.29,-11.23,-11.71,,-4.33,-9.37,-5.56,-6.40,-13.39,-10.01,,-4.90,-6.23,-6.06,-8.74,-9.01
12/18/06 08:00:00.0,-6.74,-12.88,-11.70,,-10.38,-11.70,-11.04,-5.73,-11.81,-10.75,-13.01,-12.29,-12.09,-13.49,-11.13,-12.68,,-4.33,-8.29,-4.90,-4.82,-11.81,-7.43,,-4.17,-5.23,-4.67,-7.26,-7.76
12/18/06 09:00:00.0,-4.74,-12.49,-11.61,,-9.46,-10.94,-10.38,-5.23,-9.92,-10.19,-11.32,-10.94,-12.09,-12.88,-10.56,-11.42,,-4.33,-7.77,-2.98,-3.61,-9.37,-5.48,,-2.36,-3.46,-2.52,-5.32,-7.25
12/18/06 10:00:00.0,-3.22,-11.71,-10.20,,-8.65,-10.01,-9.74,-3.93,-8.12,-9.19,-9.83,-9.37,-10.75,-10.85,-9.74,-10.94,,-4.33,-6.32,-1.90,-2.98,-8.03,-2.21,,-0.99,-2.67,-1.14,-3.30,-5.89
12/18/06 11:00:00.0,-1.91,-10.47,-9.10,,-7.25,-8.57,-8.92,-3.37,-6.91,-8.29,-8.83,-8.03,-8.84,-10.10,-8.47,-8.74,,-4.33,-5.40,-1.37,-2.05,-6.40,-0.41,,0.43,-2.36,0.21,-0.05,-4.17
12/18/06 12:00:00.0,-0.84,-9.64,-7.94,,-6.99,-7.25,-8.12,-2.67,-6.99,-7.85,-8.65,-7.68,-6.91,-10.38,-7.85,-7.16,,-4.33,-4.98,-1.14,-1.74,-5.81,-1.53,,-0.31,-2.83,-0.09,-0.09,-2.98
12/18/06 13:00:00.0,0.35,-9.46,-7.85,,-7.08,-8.29,-7.85,-2.21,-6.65,-7.76,-8.38,-8.38,-7.94,-10.19,-7.85,-6.31,,-4.33,-4.17,-1.36,-0.84,-5.81,-2.82,,1.89,-2.05,1.30,-1.45,-3.53
12/18/06 14:00:00.0,-0.61,-9.19,-8.20,,-6.57,-7.85,-7.85,-1.29,-6.48,-7.25,-7.94,-7.94,-7.59,-10.01,-7.85,-6.23,,-4.33,-4.41,-0.61,-1.06,-5.56,-2.98,,2.32,-1.21,2.88,-1.30,-2.44
12/18/06 15:00:00.0,-3.22,-9.37,-8.47,,-6.91,-8.12,-7.85,-1.44,-6.74,-7.16,-7.76,-8.20,-7.68,-10.38,-7.85,-5.81,,-4.33,-4.66,-2.13,-1.06,-5.56,-3.93,,0.51,-2.98,0.06,-1.75,-2.44
12/18/06 16:00:00.0,-3.22,-10.01,-8.91,,-7.25,-8.65,-7.50,-2.67,-6.74,-7.33,-7.85,-8.47,-9.00,-10.56,-8.20,-5.73,,-4.33,-5.15,-3.53,-1.59,-5.98,-4.50,,-0.16,-3.37,-0.69,-3.46,-4.18
12/18/06 17:00:00.0,-4.50,-9.92,-9.19,,-7.76,-9.28,-7.68,-4.41,-7.59,-7.76,-7.59,-9.28,-9.74,-10.19,-8.38,-6.57,,-4.66,-6.31,-4.74,-2.28,-6.91,-5.40,,-1.06,-3.93,-1.74,-5.81,-5.15
12/18/06 18:00:00.0,-4.17,-9.46,-8.91,,-7.68,-9.55,-7.68,-5.40,-7.08,-7.94,-6.82,-9.83,-10.11,-10.01,-8.47,-6.74,,-4.82,-6.48,-6.06,-2.82,-7.50,-5.07,,-1.59,-4.25,-2.90,-6.82,-5.15
12/18/06 19:00:00.0,-4.34,-9.46,-8.73,,-8.20,-10.10,-7.42,-5.56,-6.65,-8.47,-6.82,-11.81,-11.23,-10.01,-8.91,-6.31,,-4.82,-6.40,-5.81,-2.90,-7.94,-5.81,,-2.05,-4.58,-3.61,-6.82,-5.73
12/18/06 20:00:00.0,-4.98,-9.19,-8.73,,-7.94,-10.29,-7.33,-5.31,-6.91,-7.94,-7.16,-11.80,-11.13,-9.64,-8.82,-6.82,,-4.82,-5.81,-6.31,-3.14,-8.12,-5.32,,-1.97,-4.66,-3.29,-6.48,-5.64
12/18/06 21:00:00.0,-4.17,-9.09,-8.38,,-7.50,-10.10,-7.08,-5.15,-6.57,-7.16,-7.60,-11.61,-10.66,-9.46,-8.38,-6.74,,-4.82,-5.81,-5.73,-3.06,-8.20,-4.09,,-1.67,-3.93,-2.52,-6.06,-4.99
12/18/06 22:00:00.0,-3.61,-8.65,-8.20,,-6.91,-9.00,-7.16,-4.01,-6.40,-6.91,-6.65,-9.83,-9.19,-9.46,-8.38,-6.74,,-4.82,-5.64,-4.33,-1.74,-6.65,-3.14,,-1.29,-3.22,-1.29,-4.02,-4.33
12/18/06 23:00:00.0,-4.49,-8.73,-8.03,,-7.33,-8.38,-7.33,-5.15,-6.65,-7.16,-6.74,-8.73,-8.91,-9.46,-8.12,-5.98,,-4.82,-6.06,-4.74,-3.06,-6.31,-4.01,,-2.21,-4.09,-2.44,-4.50,-5.07
12/19/06 00:00:00.0,-4.01,-8.38,-7.76,,-7.25,-7.94,-7.25,-4.34,-6.31,-6.82,-6.48,-8.29,-8.56,-8.91,-7.85,-6.31,,-4.82,-5.48,-4.35,-2.90,-5.98,-3.14,,-1.82,-2.99,-1.97,-4.01,-4.41
12/19/06 01:00:00.0,-3.46,-7.68,-6.99,,-6.40,-7.50,-5.98,-3.85,-5.56,-6.40,-5.57,-7.59,-7.77,-8.20,-6.82,-5.81,,-4.82,-4.74,-4.01,-2.75,-5.64,-3.37,,-1.74,-3.06,-1.82,-3.45,-3.93
12/19/06 02:00:00.0,-3.21,-7.33,-6.82,,-5.89,-6.91,-5.81,-4.02,-4.98,-5.89,-4.90,-6.99,-7.33,-7.85,-6.40,-5.40,,-4.82,-4.33,-4.33,-2.21,-4.98,-4.01,,-1.66,-3.38,-1.66,-3.77,-3.61
12/19/06 03:00:00.0,-3.30,-7.25,-6.82,,-6.06,-6.82,-6.06,-4.82,-5.15,-6.14,-5.07,-7.08,-7.33,-8.03,-6.40,-4.82,,-4.82,-4.25,-4.66,-2.44,-4.74,-4.74,,-2.44,-4.02,-1.97,-4.09,-3.37
12/19/06 04:00:00.0,-5.48,-7.33,-6.91,,-5.73,-6.82,-6.31,-5.89,-5.31,-5.89,-5.15,-6.82,-6.99,-7.94,-6.48,-4.82,,-4.82,-4.99,-6.65,-2.59,-5.23,-5.07,,-4.42,-5.90,-2.83,-3.61,-4.83
12/19/06 05:00:00.0,-4.41,-7.68,-7.59,,-6.23,-7.16,-6.99,-5.73,-5.81,-6.40,-5.64,-7.16,-7.50,-8.47,-7.08,-4.98,,-4.82,-5.31,-3.54,-3.21,-5.56,-4.33,,-2.98,-3.45,-2.67,-3.93,-4.98
12/19/06 06:00:00.0,-4.82,-8.29,-7.85,,-6.82,-7.42,-7.33,-6.14,-6.31,-6.82,-6.31,-7.50,-7.85,-8.91,-7.33,-5.81,,-4.82,-5.48,-4.42,-3.29,-5.81,-4.33,,-2.67,-4.34,-2.82,-4.58,-5.15
12/19/06 07:00:00.0,-5.31,-8.65,-8.56,,-6.99,-8.12,-7.94,-4.60,-6.57,-7.50,-6.65,-7.94,-8.29,-9.37,-7.94,-6.14,,-4.82,-6.06,-4.67,-3.77,-5.98,-4.74,,-3.14,-4.58,-3.21,-4.98,-5.64
12/19/06 08:00:00.0,-5.15,-9.46,-8.91,,-7.76,-8.38,-8.38,-3.88,-7.08,-7.85,-7.25,-8.38,-8.91,-10.10,-8.29,-6.48,,-4.74,-6.06,-5.16,-4.09,-6.31,-4.82,,-3.61,-5.07,-3.69,-4.66,-5.81
12/19/06 09:00:00.0,-4.66,-9.46,-9.09,,-7.76,-8.65,-8.29,-5.23,-7.33,-8.12,-7.25,-8.20,-8.91,-10.29,-8.20,-6.99,,-4.41,-6.14,-4.58,-3.85,-6.65,-4.09,,-2.75,-4.58,-2.83,-3.85,-5.56
12/19/06 10:00:00.0,-3.22,-8.91,-8.73,,-7.08,-7.94,-7.85,-3.93,-6.74,-7.68,-6.40,-7.42,-8.29,-9.83,-8.03,-7.25,,-4.33,-5.23,-4.58,-3.37,-5.98,-3.22,,-2.28,-3.53,-2.36,-3.14,-4.33
12/19/06 11:00:00.0,-3.77,-9.19,-8.56,,-6.91,-7.94,-7.85,-3.77,-6.40,-7.59,-6.57,-7.25,-8.47,-9.46,-7.85,-6.23,,-4.33,-5.31,-3.94,-3.37,-5.73,-2.44,,-2.21,-3.38,-1.82,-2.44,-4.17
12/19/06 12:00:00.0,-4.10,-9.46,-8.82,,-7.08,-8.38,-8.20,-4.58,-6.74,-7.68,-6.74,-7.85,-8.73,-9.46,-8.29,-6.14,,-4.33,-5.31,-3.62,-3.37,-5.81,-2.75,,-2.36,-3.78,-2.28,-2.90,-4.49
12/19/06 13:00:00.0,-4.02,-9.46,-8.82,,-6.82,-8.38,-8.29,-4.41,-6.65,-7.50,-6.74,-7.42,-8.38,-9.64,-7.68,-6.48,,-4.33,-4.90,-4.25,-2.98,-5.81,-3.22,,-1.82,-4.34,-1.36,-2.52,-4.09
12/19/06 14:00:00.0,-4.98,-9.46,-8.65,,-6.82,-8.38,-7.85,-4.25,-6.31,-7.33,-6.91,-7.25,-8.20,-10.01,-7.85,-6.40,,-4.33,-5.98,-4.58,-2.90,-5.98,-3.93,,-3.77,-5.32,-2.05,-3.37,-4.74
12/19/06 15:00:00.0,-6.31,-9.28,-8.91,,-7.16,-8.38,-8.20,-4.33,-7.25,-7.76,-7.25,-7.85,-8.82,-10.19,-8.03,-6.06,,-4.33,-7.08,-5.07,-3.93,-6.99,-5.07,,-3.85,-5.56,-3.37,-4.41,-6.23
12/19/06 16:00:00.0,-6.15,-9.92,-9.37,,-7.68,-9.37,-8.91,-4.09,-7.33,-8.38,-7.50,-8.73,-9.37,-11.13,-8.56,-7.08,,-4.33,-7.08,-5.15,-4.33,-7.33,-5.64,,-4.74,-5.56,-3.61,-5.31,-6.40
12/19/06 17:00:00.0,-6.82,-10.38,-10.01,,-7.94,-9.92,-9.55,-4.33,-7.85,-8.82,-7.94,-9.46,-9.92,-11.32,-9.19,-7.42,,-4.33,-7.33,-5.81,-4.49,-7.25,-5.98,,-5.31,-6.31,-4.58,-5.81,-6.82
12/19/06 18:00:00.0,-7.42,-10.56,-10.29,,-8.38,-10.01,-10.01,-4.66,-8.20,-9.28,-8.38,-10.01,-10.29,-11.51,-9.55,-7.85,,-4.33,-7.85,-5.56,-5.23,-7.68,-6.48,,-5.73,-6.31,-5.15,-6.40,-7.16
12/19/06 19:00:00.0,-8.20,-10.56,-10.10,,-8.56,-10.01,-9.64,-4.82,-8.38,-9.46,-8.82,-9.83,-10.56,-11.13,-9.37,-8.20,,-4.33,-8.38,-5.89,-5.39,-7.85,-7.16,,-5.98,-6.74,-5.56,-7.25,-7.50
12/19/06 20:00:00.0,-8.03,-10.94,-10.19,,-8.91,-10.01,-9.83,-5.07,-8.38,-9.83,-8.91,-10.01,-10.56,-11.13,-9.92,-8.38,,-4.33,-8.38,-6.23,-5.81,-8.03,-6.82,,-5.81,-6.82,-5.73,-6.65,-7.50
12/19/06 21:00:00.0,-7.50,-10.94,-10.01,,-8.91,-10.10,-9.46,-4.90,-8.56,-10.19,-8.91,-10.10,-10.19,-10.94,-9.28,-8.65,,-4.33,-8.29,-6.31,-6.14,-7.94,-6.82,,-6.74,-6.82,-6.66,-6.48,-7.33
12/19/06 22:00:00.0,-7.68,-10.10,-10.01,,-9.46,-10.85,-10.56,-5.31,-9.74,-10.85,-9.19,-10.66,-10.19,-10.56,-9.46,-8.47,,-4.33,-8.38,-6.57,-7.08,-8.74,-6.91,,-7.16,-7.33,-9.20,-6.99,-7.68
12/19/06 23:00:00.0,-7.94,-10.01,-10.01,,-9.19,-10.75,-10.47,-5.31,-10.38,-10.66,-9.09,-10.20,-10.56,-10.56,-9.19,-9.09,,-4.33,-9.09,-6.82,-7.59,-10.01,-7.16,,-6.91,-8.20,-8.57,-7.76,-8.65
12/20/06 00:00:00.0,-8.29,-10.01,-9.74,,-8.73,-10.56,-10.75,-5.81,-9.64,-10.56,-8.47,-9.55,-10.56,-10.56,-8.65,-10.01,,-4.33,-8.91,-6.82,-6.99,-9.37,-7.60,,-7.16,-8.38,-7.60,-7.59,-8.38
12/20/06 01:00:00.0,-8.91,-9.92,-9.92,,-8.38,-11.13,-10.85,-5.81,-9.55,-10.85,-8.47,-10.19,-11.32,-10.94,-8.82,-9.46,,-4.33,-9.46,-7.16,-7.94,-8.91,-8.65,,-7.59,-8.03,-8.73,-8.12,-8.73
12/20/06 02:00:00.0,-8.73,-9.64,-9.19,,-8.20,-10.66,-10.47,-5.89,-9.46,-11.04,-9.10,-9.55,-10.19,-10.01,-7.85,-9.55,,-4.33,-9.46,-7.08,-7.16,-8.91,-8.38,,-7.25,-7.85,-7.42,-8.20,-8.91
12/20/06 03:00:00.0,-9.37,-11.23,-10.66,,-7.94,-10.10,-10.01,-6.14,-9.74,-11.13,-10.10,-9.28,-10.01,-10.66,-8.29,-10.01,,-4.33,-9.55,-7.33,-7.33,-9.19,-8.56,,-6.82,-8.12,-7.25,-8.38,-9.09
12/20/06 04:00:00.0,-9.28,-12.09,-11.61,,-9.10,-9.83,-9.92,-6.14,-9.55,-9.56,-10.66,-10.19,-10.47,-11.32,-8.82,-9.92,,-4.33,-9.46,-7.16,-7.33,-9.46,-9.28,,-6.99,-7.85,-7.33,-8.65,-8.47
12/20/06 05:00:00.0,-10.29,-11.70,-11.23,,-9.10,-9.64,-9.10,-6.82,-8.65,-9.46,-10.94,-9.83,-10.10,-11.23,-8.47,-9.46,,-4.33,-8.91,-7.94,-6.99,-8.20,-9.83,,-7.50,-8.47,-7.33,-9.55,-8.12
12/20/06 06:00:00.0,-10.13,-12.49,-11.51,,-8.65,-10.10,-8.65,-6.91,-8.38,-7.34,-11.23,-10.47,-10.85,-11.70,-9.74,-8.83,,-4.33,-7.85,-8.47,-7.16,-7.50,-10.75,,-7.68,-9.47,-7.59,-10.66,-7.76
12/20/06 07:00:00.0,-7.68,-12.88,-12.29,,-9.19,-10.66,-9.64,-6.74,-8.91,-7.68,-11.80,-10.94,-11.61,-12.19,-10.38,-8.91,,-4.33,-7.94,-6.23,-5.15,-7.85,-11.13,,-8.12,-5.56,-6.66,-11.13,-8.12
12/20/06 08:00:00.0,-9.85,-12.49,-12.09,,-9.19,-10.56,-9.37,-6.74,-8.56,-8.03,-11.51,-10.29,-11.13,-12.09,-9.55,-9.09,,-4.33,-7.25,-7.00,-4.82,-7.94,-10.94,,-8.03,-6.76,-5.32,-11.42,-8.03
12/20/06 09:00:00.0,-10.20,-12.88,-11.90,,-8.20,-9.74,-8.20,-6.31,-7.85,-6.65,-11.42,-10.10,-10.47,-11.70,-9.28,-8.91,,-4.33,-6.74,-7.33,-3.37,-6.99,-9.28,,-7.85,-8.03,-5.65,-10.38,-7.33
12/20/06 10:00:00.0,-9.20,-12.39,-11.51,,-7.94,-9.46,-7.94,-5.98,-7.42,-5.64,-11.70,-9.92,-10.38,-11.42,-9.19,-8.82,,-4.33,-6.65,-6.48,-4.17,-6.48,-6.91,,-6.83,-7.25,-5.32,-9.46,-6.82
12/20/06 11:00:00.0,-7.08,-12.19,-11.13,,-7.25,-9.37,-7.94,-4.74,-6.65,-4.98,-11.51,-9.37,-10.19,-10.56,-8.12,-8.20,,-4.33,-6.40,-5.15,-3.22,-6.06,-6.91,,-4.34,-4.58,-3.06,-8.47,-6.82
12/20/06 12:00:00.0,-7.25,-12.78,-11.70,,-7.16,-9.28,-7.59,-4.66,-6.31,-5.23,-11.80,-9.55,-10.10,-10.56,-8.91,-7.59,,-4.33,-5.40,-4.49,-4.50,-5.64,-7.76,,-3.61,-3.86,-3.53,-8.47,-6.65
